ID,Date / Time,Country,City,State,Shape,Summary,lat,lng,Date,Time
248,11/24/16 02:00,USA,Colorado Springs,CO,Light,"S sky, my wife and I were on the porch and we saw one bright star, that was 
moving. It was twinkling. ((NUFORC Note: Sirius. PD))",38.8339578,-104.8253484,11/24/16,02:00
452,11/10/2016 19:35,USA,Colorado Springs,CO,Light,Fast-moving light being chased by a helicopter.,38.8339578,-104.8253484,11/10/2016,19:35
516,11/06/2016 21:15,USA,Colorado Springs,CO,Triangle,"My son and I saw a large yellowish triangle object passing through the 
night sky at an incredible speed toward Pikes Peak Mountain. It",38.8339578,-104.8253484,11/06/2016,21:15
767,10/20/16 20:30,USA,Colorado Springs,CO,Other,"Four HUGE Lights Hovering Over Colorado Springs, CO Caught on Video",38.8339578,-104.8253484,10/20/16,20:30
806,10/18/16 19:00,USA,Colorado Springs,CO,Circle,"My two brothers and I observed a white orb hovering over (which seemed 
about 100's of feet above) Pikes Peak. It was stationary.",38.8339578,-104.8253484,10/18/16,19:00
832,10/17/16 01:36,USA,Colorado Springs,CO,Triangle,Bright white light triangular shape as if falling from sky,38.8339578,-104.8253484,10/17/16,01:36
1394,09/12/2016 01:00,USA,Colorado Springs,CO,Triangle,"I saw a triangle shape object with lights on the points and 1 light in the 
middle hovered in sky for 15-20 mins. ((anonymous report))",38.8339578,-104.8253484,09/12/2016,01:00
2103,08/01/2016 21:30,USA,Colorado Springs,CO,Other,5 colored lights moving in sky east to west.,38.8339578,-104.8253484,08/01/2016,21:30
2533,07/10/2016 13:00,USA,Colorado Springs,CO,Other,"It was a horseshoe shape and brown flyinging above the mountains 
disappearing and then coming back",38.8339578,-104.8253484,07/10/2016,13:00
2645,07/04/2016 21:12,USA,Colorado Springs,CO,Other,Green flashes seen above Colorado Springs.,38.8339578,-104.8253484,07/04/2016,21:12
2808,6/27/16 13:30,USA,Colorado Springs,CO,Sphere,White orb to the north west above pikes peak has not moved still visable.,38.8339578,-104.8253484,06/27/16,13:30
